Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,3,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,2,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,2,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,2,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,5,1
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,6,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX TERRITANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,15,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX RESTUANS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,2,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS,48, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,2,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,11,1
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,51, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,4,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,5,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,16,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,7,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,71, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9,3,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,6,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS,42, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8,1,0
2011-09-01,1,93,71,82.0,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,"2900 West 85th Street, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,29, W 85TH ST,T237,"2900  W 85TH ST, Chicago, IL",41.738903,-87.69544300000001,8,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,8,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,4,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,6,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,2,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,8,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,7,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,7,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,13,1
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,47,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,50,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,20,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,3,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,27,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,4,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,6,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,3,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,6,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,5,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,3,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,23,1
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,29,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,14,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,19,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,37,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,9,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,11,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,32,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,11,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,21,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,27,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,10,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,5,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,17,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,12,1
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,1,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,2,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,12,0
2011-09-02,1,92,76,84.0,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5,6,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,4,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,4,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,14,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,3,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,5,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,5,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX TERRITANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0
2011-09-12,1,86,64,75.0,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,2,0
